,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,12465.206662235902,15602.669056740822,14033.937859488362
1,2025Q3,13841.430883007117,15925.611609396594,14883.521246201855
2,2025Q4,13843.991433079682,15949.447096010586,14896.719264545134
3,2026Q1,16038.300147604132,16788.354479254303,16413.327313429218
4,2026Q2,16051.268937218128,17618.601909969744,16834.935423593935
5,2026Q3,18074.658281606367,20828.34062061785,19451.49945111211
6,2026Q4,20699.492130337676,23563.903995284763,22131.69806281122
7,2027Q1,20658.557385272023,23247.25150481269,21952.904445042357
8,2027Q2,20504.799486419135,23172.149444128645,21838.474465273892
9,2027Q3,20504.49592368332,23171.888679038046,21838.192301360683
10,2027Q4,20542.97544266716,23494.528147777677,22018.75179522242
11,2028Q1,21138.122924759504,25110.157992707154,23124.140458733327
