,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,27919.762,29743.082,28831.422
1,2025Q3,26172.906,29452.297,27812.602
2,2025Q4,27098.053,31271.611,29184.832
3,2026Q1,29221.275,31773.402,30497.338
4,2026Q2,28219.121,31917.42,30068.27
5,2026Q3,28194.857,31737.664,29966.26
6,2026Q4,27757.93,31773.969,29765.95
7,2027Q1,29211.441,32790.574,31001.008
8,2027Q2,29091.807,32533.1,30812.453
9,2027Q3,28638.332,32448.855,30543.594
10,2027Q4,28153.094,32443.572,30298.332
11,2028Q1,30006.59,34433.49,32220.041
