,,,
Date,Currency,Buy,Sell
13/03/2018,Euro,21.6804,21.8038
12/03/2018,Euro,21.5929,21.7215
11/03/2018,Euro,21.6151,21.7452
08/03/2018,Euro,21.8241,21.9554
07/03/2018,Euro,21.8094,21.9353
06/03/2018,Euro,21.7772,21.9076
05/03/2018,Euro,21.6103,21.7351
04/03/2018,Euro,21.6464,21.7714
01/03/2018,Euro,21.4091,21.5397
28/02/2018,Euro,21.4953,21.6192
27/02/2018,Euro,21.6746,21.7975
26/02/2018,Euro,21.7147,21.8433
25/02/2018,Euro,21.6575,21.7822
22/02/2018,Euro,21.6622,21.7903
21/02/2018,Euro,21.7237,21.8557
20/02/2018,Euro,21.7770,21.9006
19/02/2018,Euro,21.8921,22.0233
18/02/2018,Euro,21.8724,22.0018
15/02/2018,Euro,22.0183,22.1501
14/02/2018,Euro,21.7825,21.9130
13/02/2018,Euro,21.7819,21.9107
12/02/2018,Euro,21.6151,21.7448
11/02/2018,Euro,21.5527,21.6821
08/02/2018,Euro,21.5413,21.6689
07/02/2018,Euro,21.7133,21.8402
06/02/2018,Euro,21.7077,21.8328
05/02/2018,Euro,21.9199,22.0461
04/02/2018,Euro,21.9563,22.0862
01/02/2018,Euro,21.9343,22.0624
31/01/2018,Euro,21.9392,22.0655
30/01/2018,Euro,21.8816,22.0111
29/01/2018,Euro,21.8214,21.9523
28/01/2018,Euro,21.9151,22.0463
24/01/2018,Euro,21.7807,21.9090
23/01/2018,Euro,21.6206,21.7448
22/01/2018,Euro,21.6194,21.7454
21/01/2018,Euro,21.5768,21.7043
18/01/2018,Euro,21.5994,21.7253
17/01/2018,Euro,21.5551,21.6807
16/01/2018,Euro,21.6006,21.7264
15/01/2018,Euro,21.6875,21.8120
14/01/2018,Euro,21.5331,21.6603
11/01/2018,Euro,21.1586,21.2855
10/01/2018,Euro,21.1921,21.3140
09/01/2018,Euro,21.0443,21.1654
08/01/2018,Euro,21.1482,21.2698
04/01/2018,Euro,21.3068,21.4345
03/01/2018,Euro,21.2378,21.3635
02/01/2018,Euro,21.3239,21.4516
31/12/2017,Euro,21.2099,21.3370
28/12/2017,Euro,21.1833,21.3081
27/12/2017,Euro,21.1371,21.2596
26/12/2017,Euro,21.0617,21.1874
25/12/2017,Euro,21.0914,21.2137
24/12/2017,Euro,21.0737,21.1976
21/12/2017,Euro,21.0645,21.1848
20/12/2017,Euro,21.0483,21.1703
19/12/2017,Euro,20.9951,21.1168
18/12/2017,Euro,20.9481,21.0732
17/12/2017,Euro,20.8754,21.0000
14/12/2017,Euro,21.0116,21.1371
13/12/2017,Euro,20.8417,20.9626
12/12/2017,Euro,20.9146,21.0341
11/12/2017,Euro,20.9307,21.0521
10/12/2017,Euro,20.8918,21.0099
07/12/2017,Euro,20.8996,21.0234
06/12/2017,Euro,20.9226,21.0461
05/12/2017,Euro,20.9725,21.0933
04/12/2017,Euro,20.9476,21.0733
03/12/2017,Euro,20.9841,21.1101
29/11/2017,Euro,20.9074,21.0328
28/11/2017,Euro,21.0139,21.1345
27/11/2017,Euro,21.1009,21.2214
26/11/2017,Euro,21.0454,21.1661
23/11/2017,Euro,20.8911,21.0163
22/11/2017,Euro,20.6992,20.8219
21/11/2017,Euro,20.6409,20.7613
20/11/2017,Euro,20.7351,20.8596
19/11/2017,Euro,20.7512,20.8758
16/11/2017,Euro,20.7044,20.8268
15/11/2017,Euro,20.8212,20.9414
14/11/2017,Euro,20.6306,20.7493
13/11/2017,Euro,20.5017,20.6217
12/11/2017,Euro,20.5272,20.6509
09/11/2017,Euro,20.4652,20.5858
08/11/2017,Euro,20.3981,20.5200
07/11/2017,Euro,20.3499,20.4673
06/11/2017,Euro,20.3948,20.5160
05/11/2017,Euro,20.4280,20.5511
02/11/2017,Euro,20.5097,20.6273
01/11/2017,Euro,20.4502,20.5733
31/10/2017,Euro,20.4920,20.6129
30/10/2017,Euro,20.4701,20.5933
29/10/2017,Euro,20.4320,20.5549
26/10/2017,Euro,20.6809,20.8000
25/10/2017,Euro,20.7277,20.8489
24/10/2017,Euro,20.6945,20.8172
23/10/2017,Euro,20.6507,20.7732
22/10/2017,Euro,20.7346,20.8593
19/10/2017,Euro,20.8101,20.9317
18/10/2017,Euro,20.6982,20.8227
17/10/2017,Euro,20.6811,20.8038
16/10/2017,Euro,20.7623,20.8874
15/10/2017,Euro,20.7970,20.9187
12/10/2017,Euro,20.8346,20.9566
11/10/2017,Euro,20.8177,20.9414
10/10/2017,Euro,20.7351,20.8565
09/10/2017,Euro,20.6392,20.7583
08/10/2017,Euro,20.6470,20.7678
04/10/2017,Euro,20.7060,20.8276
03/10/2017,Euro,20.6761,20.7989
02/10/2017,Euro,20.6973,20.8219
01/10/2017,Euro,20.7898,20.9150
28/09/2017,Euro,20.7450,20.8664
27/09/2017,Euro,20.6476,20.7719
26/09/2017,Euro,20.7705,20.8937
25/09/2017,Euro,20.9183,21.0441
24/09/2017,Euro,21.0557,21.1823
20/09/2017,Euro,21.1303,21.2573
19/09/2017,Euro,21.0952,21.2202
18/09/2017,Euro,21.0718,21.1931
17/09/2017,Euro,21.0364,21.1629
14/09/2017,Euro,20.8998,21.0220
13/09/2017,Euro,21.1086,21.2295
12/09/2017,Euro,21.0173,21.1437
11/09/2017,Euro,21.1188,21.2458
10/09/2017,Euro,21.1903,21.3177
07/09/2017,Euro,21.1688,21.2926
06/09/2017,Euro,21.0149,21.1395
05/09/2017,Euro,20.9476,21.0684
30/08/2017,Euro,20.9642,21.0903
29/08/2017,Euro,21.2076,21.3350
28/08/2017,Euro,21.0183,21.1428
27/08/2017,Euro,21.0641,21.1859
24/08/2017,Euro,20.8691,20.9943
23/08/2017,Euro,20.8663,20.9896
22/08/2017,Euro,20.8210,20.9404
21/08/2017,Euro,20.8600,20.9810
20/08/2017,Euro,20.8297,20.9545
17/08/2017,Euro,20.7312,20.8518
16/08/2017,Euro,20.7410,20.8616
15/08/2017,Euro,20.7410,20.8610
14/08/2017,Euro,20.8959,21.0161
13/08/2017,Euro,20.9536,21.0825
10/08/2017,Euro,20.8134,20.9379
09/08/2017,Euro,20.8271,20.9480
08/08/2017,Euro,20.9448,21.0660
07/08/2017,Euro,20.9098,21.0342
06/08/2017,Euro,20.8824,21.0102
03/08/2017,Euro,21.0735,21.1985
02/08/2017,Euro,21.0546,21.1766
01/08/2017,Euro,21.0726,21.1925
31/07/2017,Euro,20.9241,21.0450
30/07/2017,Euro,20.9519,21.0801
27/07/2017,Euro,20.8553,20.9777
26/07/2017,Euro,20.7845,20.9046
25/07/2017,Euro,20.8507,20.9745
24/07/2017,Euro,20.7891,20.9085
20/07/2017,Euro,20.4836,20.6009
19/07/2017,Euro,20.6151,20.7356
18/07/2017,Euro,20.6744,20.7979
17/07/2017,Euro,20.5182,20.6371
16/07/2017,Euro,20.5097,20.6352
13/07/2017,Euro,20.3797,20.4939
12/07/2017,Euro,20.4445,20.5628
11/07/2017,Euro,20.3491,20.4705
10/07/2017,Euro,20.3172,20.4371
09/07/2017,Euro,20.3285,20.4465
06/07/2017,Euro,20.3248,20.4399
05/07/2017,Euro,20.1968,20.3178
04/07/2017,Euro,20.2573,20.3716
03/07/2017,Euro,20.3404,20.4542
02/07/2017,Euro,20.6018,20.7266
28/06/2017,Euro,20.4411,20.5559
22/06/2017,Euro,20.1417,20.2578
21/06/2017,Euro,20.0984,20.2113
20/06/2017,Euro,20.1292,20.2455
19/06/2017,Euro,20.2301,20.3433
18/06/2017,Euro,20.2004,20.3208
15/06/2017,Euro,20.1436,20.2579
14/06/2017,Euro,20.2119,20.3254
13/06/2017,Euro,20.2219,20.3372
12/06/2017,Euro,20.2450,20.3593
11/06/2017,Euro,20.1897,20.3173
08/06/2017,Euro,20.2566,20.3763
07/06/2017,Euro,20.2396,20.3569
06/06/2017,Euro,20.2904,20.4098
05/06/2017,Euro,20.2745,20.3956
04/06/2017,Euro,20.3342,20.4612
01/06/2017,Euro,20.2377,20.3605
31/05/2017,Euro,20.2125,20.3297
30/05/2017,Euro,20.1015,20.2217
29/05/2017,Euro,20.1679,20.2885
28/05/2017,Euro,20.1585,20.2845
25/05/2017,Euro,20.1980,20.3206
24/05/2017,Euro,20.1703,20.2928
23/05/2017,Euro,20.2217,20.3418
22/05/2017,Euro,20.2579,20.3819
21/05/2017,Euro,20.2110,20.3382
18/05/2017,Euro,20.0364,20.1562
17/05/2017,Euro,20.0526,20.1695
16/05/2017,Euro,19.9713,20.0879
15/05/2017,Euro,19.7913,19.9091
14/05/2017,Euro,19.7043,19.8270
11/05/2017,Euro,19.5807,19.6939
10/05/2017,Euro,19.6122,19.7259
09/05/2017,Euro,19.6400,19.7554
08/05/2017,Euro,19.7197,19.8350
07/05/2017,Euro,19.8254,19.9495
04/05/2017,Euro,19.7043,19.8222
03/05/2017,Euro,19.6854,19.8050
02/05/2017,Euro,19.6784,19.7944
30/04/2017,Euro,19.6450,19.7644
27/04/2017,Euro,19.6289,19.7446
26/04/2017,Euro,19.6407,19.7564
24/04/2017,Euro,19.5805,19.6937
23/04/2017,Euro,19.3399,19.4608
20/04/2017,Euro,19.3991,19.5116
19/04/2017,Euro,19.3432,19.4554
18/04/2017,Euro,19.2708,19.3862
13/04/2017,Euro,19.1631,19.2797
12/04/2017,Euro,19.1151,19.2297
11/04/2017,Euro,19.1216,19.2311
10/04/2017,Euro,19.0444,19.1590
09/04/2017,Euro,19.0528,19.1727
06/04/2017,Euro,19.1798,19.2950
05/04/2017,Euro,19.1630,19.2755
04/04/2017,Euro,19.1760,19.2922
03/04/2017,Euro,19.2578,19.3703
02/04/2017,Euro,19.2590,19.3789
30/03/2017,Euro,19.4091,19.5251
29/03/2017,Euro,19.4480,19.5679
28/03/2017,Euro,19.6389,19.7554
27/03/2017,Euro,19.6934,19.8129
26/03/2017,Euro,19.5203,19.6453
23/03/2017,Euro,19.4926,19.6100
22/03/2017,Euro,19.5366,19.6525
21/03/2017,Euro,19.5286,19.6461
20/03/2017,Euro,19.4473,19.5645
19/03/2017,Euro,19.4226,19.5469
16/03/2017,Euro,19.4010,19.5200
15/03/2017,Euro,19.2619,19.3797
14/03/2017,Euro,19.0814,19.1992
13/03/2017,Euro,18.8759,18.9951
12/03/2017,Euro,18.8113,18.9393
09/03/2017,Euro,18.6625,18.7774
08/03/2017,Euro,18.6175,18.7373
07/03/2017,Euro,18.3991,18.5125
06/03/2017,Euro,17.5720,17.6871
05/03/2017,Euro,17.3475,17.4695
02/03/2017,Euro,17.0597,17.1739
01/03/2017,Euro,16.9098,17.0261
28/02/2017,Euro,16.6967,16.8117
27/02/2017,Euro,16.6782,16.7903
26/02/2017,Euro,16.6388,16.7570
23/02/2017,Euro,16.6395,16.7490
22/02/2017,Euro,16.5472,16.6551
21/02/2017,Euro,16.5976,16.7095
20/02/2017,Euro,16.7083,16.8199
19/02/2017,Euro,16.7204,16.8392
16/02/2017,Euro,17.0329,17.1466
15/02/2017,Euro,17.3084,17.4172
14/02/2017,Euro,17.5372,17.6538
13/02/2017,Euro,18.3044,18.4159
12/02/2017,Euro,18.6554,18.7763
09/02/2017,Euro,19.1001,19.2245
08/02/2017,Euro,19.2749,19.3841
07/02/2017,Euro,19.5295,19.6671
06/02/2017,Euro,19.6929,19.8312
05/02/2017,Euro,19.8152,19.9779
02/02/2017,Euro,20.1455,20.2715
01/02/2017,Euro,20.2644,20.4090
31/01/2017,Euro,20.1897,20.3328
30/01/2017,Euro,19.9483,20.0892
29/01/2017,Euro,20.0682,20.2297
26/01/2017,Euro,20.1296,20.2637
24/01/2017,Euro,20.1571,20.3049
23/01/2017,Euro,20.1122,20.2788
22/01/2017,Euro,20.0565,20.2347
19/01/2017,Euro,19.9903,20.1694
18/01/2017,Euro,20.0223,20.2015
17/01/2017,Euro,20.0395,20.2181
16/01/2017,Euro,19.8228,19.9944
15/01/2017,Euro,19.8925,20.0795
12/01/2017,Euro,19.9601,20.1227
11/01/2017,Euro,19.6141,19.7848
10/01/2017,Euro,19.4328,19.6067
09/01/2017,Euro,19.1020,19.3188
08/01/2017,Euro,18.9730,19.2375
05/01/2017,Euro,18.9435,19.1966
04/01/2017,Euro,18.8794,19.1705
03/01/2017,Euro,18.8422,19.1763
02/01/2017,Euro,18.9534,19.3135
29/12/2016,Euro,18.8985,19.2328
28/12/2016,Euro,19.5491,19.8965
27/12/2016,Euro,19.6520,20.0197
26/12/2016,Euro,19.6524,20.0145
25/12/2016,Euro,19.6587,20.0135
22/12/2016,Euro,19.6506,20.0835
21/12/2016,Euro,19.8582,20.3384
20/12/2016,Euro,19.8231,20.2276
19/12/2016,Euro,19.6374,19.9351
18/12/2016,Euro,19.0823,19.4732
15/12/2016,Euro,19.0419,19.4009
14/12/2016,Euro,19.6400,20.0670
13/12/2016,Euro,19.2079,19.6237
12/12/2016,Euro,19.0899,19.4731
08/12/2016,Euro,19.3739,19.8004
07/12/2016,Euro,19.1069,19.5352
06/12/2016,Euro,18.9934,19.4443
05/12/2016,Euro,18.8627,19.3089
04/12/2016,Euro,18.8076,19.2687
01/12/2016,Euro,18.7792,19.2731
30/11/2016,Euro,18.8909,19.3170
29/11/2016,Euro,18.7803,19.1643
28/11/2016,Euro,18.5825,18.9922
27/11/2016,Euro,18.5171,18.9617
24/11/2016,Euro,18.3289,18.7985
23/11/2016,Euro,18.3748,18.8867
22/11/2016,Euro,18.3451,18.9129
20/11/2016,Euro,18.1430,18.7140
17/11/2016,Euro,16.7395,17.3874
16/11/2016,Euro,16.3447,17.0486
15/11/2016,Euro,16.3321,17.0946
14/11/2016,Euro,16.3163,17.1957
13/11/2016,Euro,16.6287,17.5254
10/11/2016,Euro,17.8111,18.6155
09/11/2016,Euro,18.7484,19.5131
08/11/2016,Euro,19.4159,19.8486
07/11/2016,Euro,18.1305,19.0664
06/11/2016,Euro,17.5308,18.1938
03/11/2016,Euro,15.0076,15.8389
02/11/2016,Euro,9.8274,9.8524
01/11/2016,Euro,9.7840,9.8106
31/10/2016,Euro,9.7004,9.7254
30/10/2016,Euro,9.7273,9.7556
27/10/2016,Euro,9.6742,9.6987
26/10/2016,Euro,9.6729,9.6978
25/10/2016,Euro,9.6198,9.6455
24/10/2016,Euro,9.6467,9.6721
23/10/2016,Euro,9.6396,9.6677
20/10/2016,Euro,9.7282,9.7547
19/10/2016,Euro,9.7211,9.7458
17/10/2016,Euro,9.7447,9.7698
16/10/2016,Euro,9.7149,9.7431
13/10/2016,Euro,9.7672,9.7946
12/10/2016,Euro,9.7637,9.7893
11/10/2016,Euro,9.8203,9.8453
10/10/2016,Euro,9.8838,9.9092
09/10/2016,Euro,9.9222,9.9509
05/10/2016,Euro,9.9293,9.9554
04/10/2016,Euro,9.8876,9.9154
03/10/2016,Euro,9.9487,9.9758
29/09/2016,Euro,9.9372,9.9642
28/09/2016,Euro,9.9421,9.9714
27/09/2016,Euro,9.9354,9.9625
26/09/2016,Euro,9.9779,10.0051
25/09/2016,Euro,9.9381,9.9678
22/09/2016,Euro,9.9545,9.9838
21/09/2016,Euro,9.8734,9.8994
20/09/2016,Euro,9.9040,9.9332
19/09/2016,Euro,9.8908,9.9198
18/09/2016,Euro,9.8805,9.9101
15/09/2016,Euro,9.9699,9.9989
14/09/2016,Euro,9.9434,9.9714
08/09/2016,Euro,9.9921,10.0193
07/09/2016,Euro,9.9586,9.9856
06/09/2016,Euro,9.8814,9.9101
05/09/2016,Euro,9.8831,9.9119
04/09/2016,Euro,9.8787,9.9083
01/09/2016,Euro,9.8668,9.8941
31/08/2016,Euro,9.8595,9.8888
30/08/2016,Euro,9.8911,9.9181
29/08/2016,Euro,9.8911,9.9181
28/08/2016,Euro,9.9168,9.9465
25/08/2016,Euro,10.0009,10.0291
24/08/2016,Euro,9.9806,10.0078
23/08/2016,Euro,10.0443,10.0681
22/08/2016,Euro,10.0165,10.0415
21/08/2016,Euro,10.0355,10.0619
18/08/2016,Euro,10.0298,10.0539
17/08/2016,Euro,9.9867,10.0122
16/08/2016,Euro,9.9867,10.0122
15/08/2016,Euro,9.8987,9.9278
14/08/2016,Euro,9.8902,9.9198
11/08/2016,Euro,9.8805,9.9083
10/08/2016,Euro,9.9044,9.9332
09/08/2016,Euro,9.8140,9.8417
08/08/2016,Euro,9.8185,9.8470
07/08/2016,Euro,9.8194,9.8488
04/08/2016,Euro,9.8624,9.8888
03/08/2016,Euro,9.9159,9.9447
02/08/2016,Euro,9.9164,9.9438
01/08/2016,Euro,9.8908,9.9198
31/07/2016,Euro,9.9035,9.9323
28/07/2016,Euro,9.8229,9.8506
27/07/2016,Euro,9.7361,9.7644
26/07/2016,Euro,9.7322,9.7609
25/07/2016,Euro,9.7281,9.7565
24/07/2016,Euro,9.7193,9.7485
21/07/2016,Euro,9.7822,9.8088
20/07/2016,Euro,9.7485,9.7742
19/07/2016,Euro,9.7632,9.7911
18/07/2016,Euro,9.7875,9.8151
17/07/2016,Euro,9.7706,9.8000
14/07/2016,Euro,9.8401,9.8675
13/07/2016,Euro,9.8031,9.8319
12/07/2016,Euro,9.8282,9.8559
11/07/2016,Euro,9.7884,9.8160
10/07/2016,Euro,9.7880,9.8160
04/07/2016,Euro,9.8574,9.8861
03/07/2016,Euro,9.8654,9.8923
29/06/2016,Euro,9.8172,9.8479
28/06/2016,Euro,9.7907,9.8204
27/06/2016,Euro,9.7465,9.7735
26/06/2016,Euro,9.8274,9.8606
22/06/2016,Euro,10.0055,10.0337
21/06/2016,Euro,9.9644,9.9929
20/06/2016,Euro,10.0294,10.0577
19/06/2016,Euro,9.9904,10.0195
16/06/2016,Euro,9.9124,9.9405
15/06/2016,Euro,9.9453,9.9742
14/06/2016,Euro,9.9227,9.9511
13/06/2016,Euro,9.9812,10.0097
12/06/2016,Euro,9.9629,9.9920
09/06/2016,Euro,10.0506,10.0763
08/06/2016,Euro,10.0683,10.0968
07/06/2016,Euro,10.0538,10.0808
06/06/2016,Euro,10.0391,10.0666
05/06/2016,Euro,10.0710,10.1003
02/06/2016,Euro,9.9054,9.9334
01/06/2016,Euro,9.9033,9.9298
31/05/2016,Euro,9.8823,9.9103
30/05/2016,Euro,9.8669,9.8943
29/05/2016,Euro,9.8434,9.8721
26/05/2016,Euro,9.9257,9.9538
25/05/2016,Euro,9.8717,9.8996
24/05/2016,Euro,9.8930,9.9201
23/05/2016,Euro,9.9121,9.9405
22/05/2016,Euro,9.9417,9.9707
19/05/2016,Euro,9.9081,9.9360
18/05/2016,Euro,9.9869,10.0124
17/05/2016,Euro,10.0232,10.0515
16/05/2016,Euro,10.0423,10.0710
15/05/2016,Euro,10.0184,10.0479
12/05/2016,Euro,10.0990,10.1261
11/05/2016,Euro,10.1043,10.1332
10/05/2016,Euro,10.0790,10.1056
09/05/2016,Euro,10.1017,10.1305
08/05/2016,Euro,10.1002,10.1296
05/05/2016,Euro,10.1303,10.1571
04/05/2016,Euro,10.1796,10.2086
03/05/2016,Euro,10.2354,10.2646
28/04/2016,Euro,10.0506,10.0772
27/04/2016,Euro,10.0108,10.0390
26/04/2016,Euro,10.0019,10.0284
24/04/2016,Euro,9.9426,9.9716
21/04/2016,Euro,10.0503,10.0790
20/04/2016,Euro,10.0777,10.1065
19/04/2016,Euro,10.0444,10.0728
18/04/2016,Euro,10.0161,10.0417
17/04/2016,Euro,9.9913,10.0204
14/04/2016,Euro,9.9656,9.9938
13/04/2016,Euro,10.0122,10.0399
12/04/2016,Euro,10.1025,10.1296
11/04/2016,Euro,10.1025,10.1287
10/04/2016,Euro,10.0958,10.1252
07/04/2016,Euro,10.0725,10.1021
06/04/2016,Euro,10.0472,10.0790
05/04/2016,Euro,10.0692,10.0976
04/04/2016,Euro,10.0958,10.1234
03/04/2016,Euro,10.0861,10.1154
31/03/2016,Euro,10.0866,10.1154
30/03/2016,Euro,10.0161,10.0426
29/03/2016,Euro,9.9222,9.9494
28/03/2016,Euro,9.9006,9.9289
27/03/2016,Euro,9.8850,9.9147
24/03/2016,Euro,9.8900,9.9183
23/03/2016,Euro,9.8956,9.9227
22/03/2016,Euro,9.9443,9.9707
21/03/2016,Euro,9.9812,10.0080
20/03/2016,Euro,9.9789,10.0089
17/03/2016,Euro,10.0114,10.0417
16/03/2016,Euro,9.9311,9.9667
15/03/2016,Euro,9.9220,9.9509
14/03/2016,Euro,9.9222,9.9526
13/03/2016,Euro,8.7070,8.7360
10/03/2016,Euro,8.5626,8.5912
09/03/2016,Euro,8.5657,8.5943
08/03/2016,Euro,8.6013,8.6296
07/03/2016,Euro,8.5576,8.5865
06/03/2016,Euro,8.5907,8.6209
03/03/2016,Euro,8.4908,8.5191
02/03/2016,Euro,8.4702,8.4988
01/03/2016,Euro,8.4892,8.5176
29/02/2016,Euro,8.4998,8.5278
28/02/2016,Euro,8.5353,8.5653
25/02/2016,Euro,8.6172,8.6444
24/02/2016,Euro,8.5610,8.5881
23/02/2016,Euro,8.5813,8.6092
22/02/2016,Euro,8.6010,8.6303
21/02/2016,Euro,8.6872,8.7180
18/02/2016,Euro,8.6486,8.6758
16/02/2016,Euro,8.7161,8.7439
15/02/2016,Euro,8.7262,8.7541
14/02/2016,Euro,8.7835,8.8143
11/02/2016,Euro,8.8488,8.8786
10/02/2016,Euro,8.7972,8.8245
09/02/2016,Euro,8.7957,8.8214
08/02/2016,Euro,8.6825,8.7102
07/02/2016,Euro,8.7130,8.7423
04/02/2016,Euro,8.7305,8.7580
03/02/2016,Euro,8.5286,8.5552
02/02/2016,Euro,8.5250,8.5513
01/02/2016,Euro,8.4844,8.5113
31/01/2016,Euro,8.4575,8.4855
28/01/2016,Euro,8.5138,8.5411
27/01/2016,Euro,8.4880,8.5160
26/01/2016,Euro,8.4516,8.4784
24/01/2016,Euro,8.4266,8.4542
21/01/2016,Euro,8.5029,8.5293
20/01/2016,Euro,8.5134,8.5387
19/01/2016,Euro,8.4892,8.5160
18/01/2016,Euro,8.5025,8.5270
17/01/2016,Euro,8.5170,8.5473
06/01/2016,Euro,8.3866,8.4142
05/01/2016,Euro,8.3960,8.4221
04/01/2016,Euro,8.5103,8.5364
31/12/2015,Euro,8.4990,8.5246
30/12/2015,Euro,8.5365,8.5583
29/12/2015,Euro,8.5487,8.5708
28/12/2015,Euro,8.5727,8.6006
27/12/2015,Euro,8.5662,8.5982
24/12/2015,Euro,8.5392,8.5677
22/12/2015,Euro,8.5423,8.5685
21/12/2015,Euro,8.4836,8.5090
17/12/2015,Euro,8.4704,8.4957
16/12/2015,Euro,8.5243,8.5489
15/12/2015,Euro,8.5899,8.6162
13/12/2015,Euro,8.5751,8.6029
10/12/2015,Euro,8.5477,8.5724
09/12/2015,Euro,8.5412,8.5685
08/12/2015,Euro,8.4814,8.5090
06/12/2015,Euro,8.4965,8.5270
03/12/2015,Euro,8.2357,8.2615
02/12/2015,Euro,8.2725,8.2991
30/11/2015,Euro,8.2536,8.2803
29/11/2015,Euro,8.2662,8.2960
26/11/2015,Euro,8.2870,8.3156
25/11/2015,Euro,8.2706,8.2983
24/11/2015,Euro,8.3098,8.3351
23/11/2015,Euro,8.3013,8.3273
22/11/2015,Euro,8.3091,8.3391
18/11/2015,Euro,8.3294,8.3539
17/11/2015,Euro,8.3255,8.3532
16/11/2015,Euro,8.3693,8.3970
15/11/2015,Euro,8.4075,8.4377
12/11/2015,Euro,8.3692,8.3954
11/11/2015,Euro,8.3666,8.3954
10/11/2015,Euro,8.5672,8.5954
09/11/2015,Euro,8.6240,8.6516
08/11/2015,Euro,8.6000,8.6307
05/11/2015,Euro,8.7009,8.7263
03/11/2015,Euro,8.7902,8.8187
02/11/2015,Euro,8.8224,8.8508
01/11/2015,Euro,8.8130,8.8419
29/10/2015,Euro,8.7616,8.7897
28/10/2015,Euro,8.8719,8.8998
27/10/2015,Euro,8.8543,8.8821
26/10/2015,Euro,8.8191,8.8484
25/10/2015,Euro,8.8217,8.8508
22/10/2015,Euro,9.0027,9.0307
21/10/2015,Euro,9.0916,9.1190
20/10/2015,Euro,9.1001,9.1286
19/10/2015,Euro,9.0678,9.0989
18/10/2015,Euro,9.0805,9.1142
15/10/2015,Euro,8.9940,9.0260
13/10/2015,Euro,8.8755,8.9060
12/10/2015,Euro,8.8744,8.9052
11/10/2015,Euro,8.8630,8.8966
08/10/2015,Euro,8.7780,8.8096
07/10/2015,Euro,8.7922,8.8206
05/10/2015,Euro,8.7684,8.7995
04/10/2015,Euro,8.7476,8.7799
01/10/2015,Euro,8.7055,8.7345
30/09/2015,Euro,8.7439,8.7744
29/09/2015,Euro,8.7383,8.7674
28/09/2015,Euro,8.7166,8.7439
22/09/2015,Euro,8.7113,8.7360
21/09/2015,Euro,8.7828,8.8104
20/09/2015,Euro,8.8308,8.8590
17/09/2015,Euro,8.8316,8.8598
16/09/2015,Euro,8.7789,8.8065
15/09/2015,Euro,8.8191,8.8472
14/09/2015,Euro,8.8257,8.8504
13/09/2015,Euro,8.8503,8.8801
10/09/2015,Euro,8.7355,8.7619
09/09/2015,Euro,8.6992,8.7266
08/09/2015,Euro,8.7172,8.7431
07/09/2015,Euro,8.7031,8.7290
06/09/2015,Euro,8.7074,8.7368
03/09/2015,Euro,8.7672,8.7932
02/09/2015,Euro,8.7914,8.8159
01/09/2015,Euro,8.7754,8.8018
31/08/2015,Euro,8.7632,8.7893
30/08/2015,Euro,8.7270,8.7564
27/08/2015,Euro,8.8089,8.8355
26/08/2015,Euro,8.8815,8.9106
25/08/2015,Euro,8.9604,8.9890
24/08/2015,Euro,8.9807,9.0085
23/08/2015,Euro,8.8964,8.9200
20/08/2015,Euro,8.7328,8.7549
19/08/2015,Euro,8.6203,8.6460
18/08/2015,Euro,8.6336,8.6593
17/08/2015,Euro,8.6626,8.6922
16/08/2015,Euro,8.6724,8.7008
13/08/2015,Euro,8.6747,8.7008
12/08/2015,Euro,8.7123,8.7423
11/08/2015,Euro,8.6276,8.6562
10/08/2015,Euro,8.5545,8.5834
09/08/2015,Euro,8.5642,8.5943
05/08/2015,Euro,8.4965,8.5215
04/08/2015,Euro,8.5631,8.5920
03/08/2015,Euro,8.5559,8.5818
02/08/2015,Euro,8.5791,8.6061
30/07/2015,Euro,8.5394,8.5638
29/07/2015,Euro,8.6311,8.6554
28/07/2015,Euro,8.6123,8.6374
27/07/2015,Euro,8.6350,8.6601
26/07/2015,Euro,8.5797,8.6076
22/07/2015,Euro,8.5106,8.5379
21/07/2015,Euro,8.4855,8.5129
16/07/2015,Euro,8.5051,8.5325
15/07/2015,Euro,8.6037,8.6295
14/07/2015,Euro,8.6139,8.6413
13/07/2015,Euro,8.6408,8.6695
12/07/2015,Euro,8.7060,8.7361
09/07/2015,Euro,8.6295,8.6562
08/07/2015,Euro,8.5939,8.6217
07/07/2015,Euro,8.5602,8.5881
06/07/2015,Euro,8.6080,8.6397
05/07/2015,Euro,8.6686,8.7047
02/07/2015,Euro,8.5481,8.5750
29/06/2015,Euro,8.4527,8.4803
28/06/2015,Euro,8.4926,8.5215
25/06/2015,Euro,8.5195,8.5474
24/06/2015,Euro,8.5141,8.5428
23/06/2015,Euro,8.5309,8.5596
22/06/2015,Euro,8.6335,8.6618
21/06/2015,Euro,8.6347,8.6664
18/06/2015,Euro,8.6652,8.6908
17/06/2015,Euro,8.5698,8.6016
16/06/2015,Euro,8.5371,8.5668
15/06/2015,Euro,8.5455,8.5733
14/06/2015,Euro,8.5708,8.5985
11/06/2015,Euro,8.5425,8.5703
10/06/2015,Euro,8.5949,8.6222
09/06/2015,Euro,8.5508,8.5779
08/06/2015,Euro,8.4931,8.5176
07/06/2015,Euro,8.4535,8.4803
28/04/2015,Euro,8.3117,8.3368
27/04/2015,Euro,8.2369,8.2640
26/04/2015,Euro,8.2679,8.2999
23/04/2015,Euro,8.1734,8.1988
22/04/2015,Euro,8.1669,8.1919
