,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,191.41164,1148.533,669.9722
1,2025Q3,241.40996,938.91785,590.1639
2,2025Q4,86.98137,1055.0157,570.99854
3,2026Q1,239.42079,1543.0189,891.2198
4,2026Q2,445.04367,1401.7274,923.3855
5,2026Q3,436.7037,1388.5155,912.60956
6,2026Q4,523.11664,2002.1465,1262.6316
7,2027Q1,1235.8256,2273.792,1754.8087
8,2027Q2,1454.6777,2233.7283,1844.203
9,2027Q3,1362.1023,2358.0054,1860.0538
10,2027Q4,1198.7174,2593.5813,1896.1493
11,2028Q1,1427.5662,2908.1008,2167.8335
