,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,3961.7977697253727,5377.609136391804,4669.703453058588
1,2025Q3,4594.281935286112,5934.984523169981,5264.633229228047
2,2025Q4,4504.168212188526,5945.650799765925,5224.909505977225
3,2026Q1,5882.221165816996,7075.22546103371,6478.723313425354
4,2026Q2,6483.837915099876,7644.801121405752,7064.319518252814
5,2026Q3,6710.188056603717,7773.060624965748,7241.624340784732
6,2026Q4,6955.135190347769,8016.4152729930765,7485.775231670423
7,2027Q1,8352.506734689792,9386.929792204977,8869.718263447385
8,2027Q2,8532.557660174672,9436.351994289647,8984.45482723216
9,2027Q3,9140.19608816016,10141.202191612125,9640.699139886143
10,2027Q4,9196.55958330154,10314.50479034597,9755.532186823755
11,2028Q1,10473.44123376229,13258.158540947106,11865.799887354699
