,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,12428.886066292647,15354.424439392333,13891.65525284249
1,2025Q3,13114.770699452007,15356.951338281377,14235.861018866692
2,2025Q4,13087.705026214337,15480.839903769493,14284.272464991915
3,2026Q1,15976.891206055661,16791.72348694666,16384.307346501162
4,2026Q2,15804.194530323504,17468.5602865002,16636.377408411852
5,2026Q3,17272.589245940348,19422.266826710198,18347.428036325273
6,2026Q4,17730.500525719144,20445.230907693083,19087.865716706114
7,2027Q1,19042.70435816891,21891.54449460195,20467.124426385428
8,2027Q2,18822.506138715857,21815.645069051014,20319.075603883433
9,2027Q3,18834.48701842531,21873.077966610505,20353.78249251791
10,2027Q4,18682.24473448398,22121.674316762485,20401.95952562323
11,2028Q1,21002.93296686831,25398.962710846838,23200.947838857574
