,Date,Price Per Meter
0,2022Q4,10412.0
1,2023Q1,10026.5
2,2023Q3,10564.0
3,2023Q4,11821.0
4,2024Q1,13215.0
5,2024Q3,15758.0
0,2020Q4,8535.5
1,2021Q4,8532.5
2,2022Q4,10511.0
3,2023Q4,10714.0
4,2024Q4,14774.0
0,2023Q4,11821.0
1,2024Q1,12783.5
2,2024Q2,14421.0
3,2024Q3,16264.75
