,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,4013.506499092832,5468.902536625621,4741.204517859226
1,2025Q3,5011.441976031881,6404.471685739021,5707.9568308854505
2,2025Q4,5225.334196466026,6532.223144278783,5878.778670372404
3,2026Q1,5413.340405422217,6939.080537577637,6176.210471499928
4,2026Q2,6722.80114554046,7655.188247977777,7188.994696759119
5,2026Q3,6777.821001527306,7910.273863428993,7344.04743247815
6,2026Q4,7106.331228621167,8339.6982140658,7723.014721343484
7,2027Q1,7195.371933521387,8366.780679329191,7781.07630642529
8,2027Q2,7781.020385185732,8975.5799663431,8378.300175764416
9,2027Q3,8768.278793664236,10107.220568956802,9437.749681310519
10,2027Q4,9268.153987575366,10821.873541300667,10045.013764438017
11,2028Q1,10025.701141275633,12654.239343695861,11339.970242485746
