,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,35436.195,38653.34,37044.766
1,2025Q3,35474.98,37983.438,36729.207
2,2025Q4,35293.203,37685.688,36489.445
3,2026Q1,35535.734,38515.9,37025.816
4,2026Q2,35703.668,38731.887,37217.777
5,2026Q3,36287.152,39007.67,37647.41
6,2026Q4,36682.58,39098.74,37890.66
7,2027Q1,36872.87,40023.977,38448.426
8,2027Q2,36776.305,40678.08,38727.19
9,2027Q3,38772.516,43546.65,41159.582
10,2027Q4,42340.246,46112.004,44226.125
11,2028Q1,42815.86,47448.562,45132.21
