,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,24558.873,27023.662,25791.268
1,2025Q3,24670.229,26978.42,25824.324
2,2025Q4,24590.385,27157.738,25874.062
3,2026Q1,24946.195,27563.938,26255.066
4,2026Q2,25183.93,27690.186,26437.057
5,2026Q3,25283.56,28069.82,26676.69
6,2026Q4,25245.5,28571.691,26908.596
7,2027Q1,25960.83,29956.314,27958.572
8,2027Q2,26867.16,31783.06,29325.11
9,2027Q3,28036.209,32783.75,30409.98
10,2027Q4,27825.44,32433.318,30129.379
11,2028Q1,27807.459,32065.379,29936.42
