,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,9146.607950712467,13421.258743326478,11283.933347019472
1,2025Q3,11073.019019264408,13832.33510764888,12452.677063456644
2,2025Q4,11073.894017587596,14141.29554859325,12607.594783090422
3,2026Q1,13551.221013712604,15560.570109394457,14555.89556155353
4,2026Q2,13335.88588212544,15502.165528275884,14419.025705200662
5,2026Q3,16970.290144752184,19790.351251080636,18380.32069791641
6,2026Q4,20155.41151512295,23946.066886503995,22050.739200813474
7,2027Q1,20112.238890187535,23627.80716399143,21870.023027089483
8,2027Q2,20112.238890187535,23627.80716399143,21870.023027089483
9,2027Q3,20112.238890187535,23627.80716399143,21870.023027089483
10,2027Q4,20155.41151512295,23946.066886503995,22050.739200813474
11,2028Q1,20923.093396227727,25349.123775064756,23136.10858564624
