,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,13216.203,17213.867,15215.035
1,2025Q3,13861.23,18003.121,15932.176
2,2025Q4,13427.17,17397.982,15412.575
3,2026Q1,16064.476,19066.367,17565.422
4,2026Q2,17575.717,20556.611,19066.164
5,2026Q3,16715.814,21726.09,19220.951
6,2026Q4,18336.37,24464.172,21400.27
7,2027Q1,19520.707,25392.371,22456.54
8,2027Q2,19383.322,25615.352,22499.338
9,2027Q3,19127.816,25869.771,22498.795
10,2027Q4,18791.96,26127.805,22459.883
11,2028Q1,19679.451,27159.693,23419.572
