,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,16464.562977324105,18495.912254982446,17480.237616153277
1,2025Q3,17082.13724964725,18544.607203127638,17813.372226387444
2,2025Q4,16890.54590433915,18577.59085431954,17734.068379329346
3,2026Q1,18528.17190153189,19516.764598765363,19022.468250148624
4,2026Q2,18589.59759997158,19382.647768240317,18986.12268410595
5,2026Q3,19075.554261064284,20344.973333213497,19710.26379713889
6,2026Q4,18433.581209129592,20264.245366390158,19348.913287759875
7,2027Q1,19035.73279943622,21790.29174501318,20413.012272224696
8,2027Q2,18892.040948606736,21643.244795910483,20267.64287225861
9,2027Q3,18805.763349482408,21612.43354326348,20209.098446372944
10,2027Q4,18494.927164913057,21713.457329211265,20104.19224706216
11,2028Q1,20695.040789587703,24361.32736039123,22528.18407498947
