,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,16969.6,19428.46,18199.03
1,2025Q3,17059.605,19031.742,18045.674
2,2025Q4,17166.113,19149.855,18157.984
3,2026Q1,18422.752,20175.16,19298.957
4,2026Q2,18285.299,20236.8,19261.049
5,2026Q3,18304.398,20236.09,19270.244
6,2026Q4,18486.352,21278.322,19882.336
7,2027Q1,20406.494,23555.553,21981.023
8,2027Q2,20107.344,23505.965,21806.654
9,2027Q3,19226.498,22654.105,20940.303
10,2027Q4,18863.195,22467.188,20665.191
11,2028Q1,20208.844,24236.309,22222.576
