,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,28992.121,30524.223,29758.172
1,2025Q3,28435.309,29913.465,29174.387
2,2025Q4,27795.67,29781.668,28788.668
3,2026Q1,28496.777,30590.88,29543.83
4,2026Q2,28816.943,30779.002,29797.973
5,2026Q3,29009.469,31070.213,30039.842
6,2026Q4,29133.635,31402.201,30267.918
7,2027Q1,30939.385,33133.9,32036.64
8,2027Q2,31140.27,34040.03,32590.15
9,2027Q3,31160.008,34677.91,32918.96
10,2027Q4,31100.17,34810.94,32955.555
11,2028Q1,31837.55,36037.543,33937.547
