,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,12130.881,14220.971,13175.926
1,2025Q3,12121.421,15018.787,13570.104
2,2025Q4,11888.71,16358.173,14123.441
3,2026Q1,13344.861,17090.13,15217.496
4,2026Q2,13430.245,17333.229,15381.736
5,2026Q3,13382.119,17681.688,15531.903
6,2026Q4,13235.674,18101.246,15668.46
7,2027Q1,15094.506,21122.922,18108.715
8,2027Q2,17173.014,22877.668,20025.342
9,2027Q3,18999.578,25141.26,22070.418
10,2027Q4,21411.588,27717.832,24564.709
11,2028Q1,22059.766,28456.68,25258.223
