,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,355.53423345086964,506.4933989177884,431.013816184329
1,2025Q3,390.2253687804256,520.8784318270474,455.5519003037365
2,2025Q4,432.549775404566,556.4371713904491,494.49347339750756
3,2026Q1,636.441031486739,780.5882322482479,708.5146318674934
4,2026Q2,721.0613532531715,839.1155276942214,780.0884404736966
5,2026Q3,950.0627573721579,1498.5576402537088,1224.3101988129333
6,2026Q4,907.4906739125543,1591.8634733221893,1249.6770736173717
7,2027Q1,1817.5371914722348,2092.9451397745784,1955.2411656234067
8,2027Q2,1844.2332747855166,2147.2772641761007,1995.7552694808087
9,2027Q3,1853.455456227409,2142.6417297702837,1998.0485929988465
10,2027Q4,1924.6856363389106,2335.6425398789347,2130.1640881089224
11,2028Q1,2175.7042125104786,2377.318951983064,2276.511582246771
