,Test_Size,Moving_Avg,Lags,PCA,R2,MAE,RMSE,area,Width
0,0.2,4,4,6,-1.040473038255306,0.4566275444393536,0.299954089681051,hay-al-agami-params,5499.800172069477
1,0.2,4,4,6,-3.797674429814113,0.8231284317884934,0.7410567145352711,hay-al-amereya-params,5499.800172069477
2,0.2,4,4,6,-1.353081968674251,0.5070190956978047,0.3539686915476868,hay-awal-el-montazah-params,5499.800172069477
3,0.2,4,4,6,-2.3444894027132586,0.6625711759966489,0.5220951451930785,hay-gharb-params,5499.800172069477
4,0.2,4,4,6,-1.913959560342085,0.5583548366252639,0.42989414109718005,hay-sharq-params,5499.800172069477
5,0.2,4,4,6,-1.8431667611791256,0.5457295081343962,0.41060198738975734,hay-than-el-montazah-params,5499.800172069477
6,0.2,4,4,6,-3.4545763957166615,0.7269024694254157,0.6209299186345837,hay-wasat-params,5499.800172069477
