,Test_Size,Moving_Avg,Lags,PCA,nn_units,dropout_rate,learning_rate,epochs,batch_size,R2,MAE,RMSE,area,Width
0,0.2,0,8,6,8,0.1,0.01,20,8,0.9125918564054244,0.10083191850485416,0.012849192148620308,hay-al-agami-params,3788.0879999999997
1,0.2,0,12,6,8,0.1,0.01,20,8,0.7574493021103766,0.14501322187478888,0.0374647813051553,hay-al-amereya-params,3788.0879999999997
2,0.2,4,8,6,8,0.1,0.01,20,4,0.8215199735288483,0.14774308700784175,0.026848338595269677,hay-awal-el-montazah-params,3788.0879999999997
3,0.2,0,12,6,8,0.1,0.01,20,4,0.8603021051170882,0.1294919871772216,0.021807691378209003,hay-gharb-params,3788.0879999999997
4,0.2,4,12,5,8,0.1,0.01,20,8,0.8588962391742332,0.12899877490540845,0.020816925839099085,hay-sharq-params,3788.0879999999997
5,0.2,4,4,5,8,0.1,0.01,20,8,0.8423384829202468,0.13213269785313667,0.022769024009335035,hay-than-el-montazah-params,3788.0879999999997
6,0.2,4,8,6,8,0.1,0.01,20,4,0.6950280280508276,0.16829934672099459,0.04251048919271313,hay-wasat-params,3788.0879999999997
