,Date,Lower Bound,Upper Bound,Point Estimation
0,2025Q2,13959.724,17376.121,15667.923
1,2025Q3,12828.296,17062.867,14945.581
2,2025Q4,13754.253,16960.365,15357.309
3,2026Q1,14308.737,17373.074,15840.906
4,2026Q2,14235.219,17219.191,15727.205
5,2026Q3,14190.978,17256.12,15723.548
6,2026Q4,13827.258,17334.357,15580.808
7,2027Q1,18641.434,24194.146,21417.791
8,2027Q2,18411.56,26059.031,22235.295
9,2027Q3,18672.557,24773.105,21722.832
10,2027Q4,18355.92,25292.635,21824.277
11,2028Q1,18527.305,27263.027,22895.166
